asset_id,card_name,alt_url,year,set,card_number,subject,variety,grading_company,grade,first_seen,last_seen
0022d0ff-dbee-490d-9e26-6f2070c33af7,2018 Pokemon Gx Ultra Shiny Xurkitree Gx #39,https://alt.xyz/research/0022d0ff-dbee-490d-9e26-6f2070c33af7,2018,Pokemon Gx Ultra Shiny,39,Xurkitree Gx,,PSA,10.0,2026-09-11,2026-09-11
00236264-93a6-4a4d-9204-64efbc3119bc,2022 TCG Sword & Shield Pokemon Go Blastoise Reverse #017,https://alt.xyz/research/00236264-93a6-4a4d-9204-64efbc3119bc,2022,TCG Sword & Shield Pokemon Go,017,Blastoise Reverse,,PSA,10.0,2026-09-12,2026-09-17
0023a6eb-a078-4764-a076-7efd3c994309,2010 Pokemon White Collection Japanese 1st Edition Thundurus #54,https://alt.xyz/research/0023a6eb-a078-4764-a076-7efd3c994309,2010,Pokemon White Collection Japanese,54,Thundurus,1st Edition,PSA,10.0,2026-09-11,2026-09-11
002427d0-1ec7-40ff-9eab-e2b223639124,2025 Pokemon Scarlet and Violet White Flare Japanese Art Rare Druddigon #150,https://alt.xyz/research/002427d0-1ec7-40ff-9eab-e2b223639124,2025,Pokemon Scarlet and Violet White Flare Japanese,150,Druddigon,Art Rare,PSA,10.0,2026-09-11,2026-09-11
00245472-23c3-48b5-b2c2-f39700068715,2025 Pokemon Scarlet and Violet Destined Rivals Illustration Rare Rapidash #189,https://alt.xyz/research/00245472-23c3-48b5-b2c2-f39700068715,2025,Pokemon Scarlet and Violet Destined Rivals,189,Rapidash,Illustration Rare,PSA,10.0,2026-09-11,2026-09-11
00252aa7-c252-46f1-9a67-46bc33901abb,2000 Pokemon Tv Animation Series 3 Silver Foil Misty #HV7,https://alt.xyz/research/00252aa7-c252-46f1-9a67-46bc33901abb,2000,Pokemon Tv Animation Series 3 Silver Foil,HV7,Misty,,PSA,10.0,2026-09-11,2026-09-11
00267e26-77a0-4274-ac26-ed793c1aad1e,2023 Pokemon Scarlet and Violet Strength Expansion Pack 151 Japanese Jigglypuff #39,https://alt.xyz/research/00267e26-77a0-4274-ac26-ed793c1aad1e,2023,Pokemon Scarlet and Violet Strength Expansion Pack 151 Japanese,39,Jigglypuff,,PSA,10.0,2026-09-11,2026-09-11
0026cc01-6ac2-4e2e-b7b4-e025f3f5d079,2009 Pokemon Platinum Holo Palkia G Lv X #125,https://alt.xyz/research/0026cc01-6ac2-4e2e-b7b4-e025f3f5d079,2009,Pokemon Platinum,125,Palkia G Lv X,Holo,PSA,10.0,2026-09-11,2026-09-17
0027c49f-3203-4ed4-b2d4-2afb393322b9,2017 Pokemon Sun and Moon Shining Legends Japanese Zoroark Gx #54,https://alt.xyz/research/0027c49f-3203-4ed4-b2d4-2afb393322b9,2017,Pokemon Sun and Moon Shining Legends Japanese,54,Zoroark Gx,,PSA,10.0,2026-09-11,2026-09-11
002832bd-1b10-4922-8857-f8be4b1b966c,2020 Star Pokemon TCG Sword & Shield Black Promos Charizard Stamp [Set Logo]/(Vivid Voltage Build & Battle Box) #SWSH066,https://alt.xyz/research/002832bd-1b10-4922-8857-f8be4b1b966c,2020,Star,SWSH066,Charizard Stamp [Set Logo]/(Vivid Voltage Build & Battle Box),Pokemon TCG Sword & Shield Black  Promos,PSA,10.0,2026-09-12,2026-09-17
002cd164-356a-42a4-8a00-da19f8b77085,2023 Pokemon Sword and Shield Crown Zenith Hisuian Zoroark Vstar #GG56,https://alt.xyz/research/002cd164-356a-42a4-8a00-da19f8b77085,2023,Pokemon Sword and Shield Crown Zenith,GG56,Hisuian Zoroark Vstar,,PSA,10.0,2026-09-11,2026-09-11
003069bb-4e37-4271-b223-a3e403ffd28b,1995 Pokemon Topsun Japanese Holo Articuno #144,https://alt.xyz/research/003069bb-4e37-4271-b223-a3e403ffd28b,1995,Pokemon Topsun,144,Articuno,Japanese Holo,PSA,10.0,2026-09-11,2026-09-17
00320e4f-302a-474a-b532-aea92c2f7f65,2021 Pokemon 25th Anniversary Collection Mandarin Flying Pikachu V #23,https://alt.xyz/research/00320e4f-302a-474a-b532-aea92c2f7f65,2021,Pokemon 25th Anniversary Collection Mandarin,23,Flying Pikachu V,,PSA,10.0,2026-09-12,2026-09-17
00345265-21fa-4678-8167-c41c445ccda8,2023 Pokemon Scarlet and Violet Scarlet Ex Japanese Super Rare Oinkologne Ex #96,https://alt.xyz/research/00345265-21fa-4678-8167-c41c445ccda8,2023,Pokemon Scarlet and Violet Scarlet Ex Japanese,96,Oinkologne Ex,Super Rare,PSA,10.0,2026-09-11,2026-09-11
0034c54a-beb4-4575-be49-43c79b9b4345,2025 Prismatic Evolutions English Master Ball Holo Larvitar #47,https://alt.xyz/research/0034c54a-beb4-4575-be49-43c79b9b4345,2025,Prismatic Evolutions,47,Larvitar,English Master Ball Holo,PSA,10.0,2026-09-11,2026-09-11
003515ea-a08e-49d0-b1aa-3232aecd0384,2022 Pokemon Sword and Shield Black Star Promo Special Collection Glaceon Vstar #SWSH197,https://alt.xyz/research/003515ea-a08e-49d0-b1aa-3232aecd0384,2022,Pokemon Sword and Shield Black Star Promo,SWSH197,Glaceon Vstar,Special Collection,PSA,10.0,2026-09-11,2026-09-17
0036c0e5-6b8e-4769-9e00-759b3382f88c,2002 Pokemon the Town On No Map Japanese 1st Edition Tyrogue #55,https://alt.xyz/research/0036c0e5-6b8e-4769-9e00-759b3382f88c,2002,Pokemon the Town On No Map,55,Tyrogue,Japanese 1st Edition,PSA,10.0,2026-09-11,2026-09-11
00395998-8280-40bc-beb8-ac4a193f3fc2,2020 Pokemon Sword and Shield Shiny Star V Japanese Orbeetle #208,https://alt.xyz/research/00395998-8280-40bc-beb8-ac4a193f3fc2,2020,Pokemon Sword and Shield Shiny Star V Japanese,208,Orbeetle,,PSA,10.0,2026-09-11,2026-09-11
0039dbd2-660e-46ba-a93b-b5c26ef073db,2009 Pokemon Heartgold Collection 1st Edition Japanese Phanpy #44,https://alt.xyz/research/0039dbd2-660e-46ba-a93b-b5c26ef073db,2009,Pokemon Heartgold Collection 1st Edition Japanese,44,Phanpy,,PSA,10.0,2026-09-11,2026-09-11
003d6fc5-8be8-4b31-8614-00dd8d7e5244,2015 Pokemon XY Double Crisis Combini Promotion Treecko #107XYP,https://alt.xyz/research/003d6fc5-8be8-4b31-8614-00dd8d7e5244,2015,Pokemon XY Double Crisis Combini Promotion,107XYP,Treecko,,PSA,10.0,2026-09-11,2026-09-11
003d8f1c-b99e-4a80-9972-e14808d12715,2009 Pokemon Platinum German Reverse Holo Blastoise #2,https://alt.xyz/research/003d8f1c-b99e-4a80-9972-e14808d12715,2009,Pokemon Platinum,2,Blastoise,German Reverse Holo,PSA,10.0,2026-09-12,2026-09-17
00413eee-b8b0-4666-923f-f27bbe4edb9d,2023 Pokemon Trading Card Game Classic Charizard and Ho-Oh Ex Deck Japanese Clefable #14,https://alt.xyz/research/00413eee-b8b0-4666-923f-f27bbe4edb9d,2023,Pokemon Trading Card Game Classic Charizard and Ho-Oh Ex Deck Japanese,14,Clefable,,PSA,10.0,2026-09-11,2026-09-11
00418a00-8656-4cff-aeb7-24c1373f45cf,2000 Pokemon Movie Three Treasures #52,https://alt.xyz/research/00418a00-8656-4cff-aeb7-24c1373f45cf,2000,Pokemon Movie,52,Three Treasures,,PSA,10.0,2026-09-11,2026-09-11
0042bd3f-4115-4509-9450-8dff450e459c,2009 Pokemon Beat of the Frontier Japanese 1st Edition Milotic #033,https://alt.xyz/research/0042bd3f-4115-4509-9450-8dff450e459c,2009,Pokemon Beat of the Frontier  Japanese,033,Milotic,1st Edition,PSA,10.0,2026-09-11,2026-09-11
0044fdef-cb4f-4504-ab08-35856cd933c8,2007 Pokemon Organized Play Series 5 Umbreon Gold Star #17,https://alt.xyz/research/0044fdef-cb4f-4504-ab08-35856cd933c8,2007,Pokemon Organized Play Series 5,17,Umbreon Gold Star,,PSA,10.0,2026-09-11,2026-09-17
0045280e-fc73-4342-bdfb-3e4a1dc15fb1,2017 Best Pokemon the of XY Raikou #33,https://alt.xyz/research/0045280e-fc73-4342-bdfb-3e4a1dc15fb1,2017,Best,33,Raikou,Pokemon the  of XY,PSA,10.0,2026-09-11,2026-09-17
00467526-3241-4429-acd2-4f4d88738a06,2017 Ultra Pokemon Sun and Moon Moon Japanese Palkia Gx #69,https://alt.xyz/research/00467526-3241-4429-acd2-4f4d88738a06,2017,Ultra,69,Palkia Gx,Pokemon Sun and Moon  Moon Japanese,PSA,10.0,2026-09-11,2026-09-17
00499bd9-1e80-4936-9d8c-6ccb2bf71434,1999 Pokemon Base Set Italian 1st Edition Holo Machamp #8,https://alt.xyz/research/00499bd9-1e80-4936-9d8c-6ccb2bf71434,1999,Pokemon Base Set,8,Machamp,Italian 1st Edition Holo,PSA,10.0,2026-09-11,2026-09-17
004a399d-6f1a-4a16-9964-7fc87a41d4e4,2024 Black Star Promos English Paradox Destinies Tins Holo Iron Crown Ex #146,https://alt.xyz/research/004a399d-6f1a-4a16-9964-7fc87a41d4e4,2024,Black Star Promos,146,Iron Crown Ex,English Paradox Destinies Tins Holo,PSA,10.0,2026-09-11,2026-09-11
004bc7bc-5700-4b41-98bf-9530fa6a3e1a,2000 Pokemon Movie Prophecy of the Future #23,https://alt.xyz/research/004bc7bc-5700-4b41-98bf-9530fa6a3e1a,2000,Pokemon Movie,23,Prophecy of the Future,,PSA,10.0,2026-09-11,2026-09-11
004bd9c1-40ad-459f-9aaf-9f4c5e343bd5,2012 Next Destinies English Zekrom Ex #97,https://alt.xyz/research/004bd9c1-40ad-459f-9aaf-9f4c5e343bd5,2012,Next Destinies,97,Zekrom Ex,English,PSA,10.0,2026-09-11,2026-09-17
004df819-e36f-4257-947c-7a9321761a28,2006 Pokemon Ex Crystal Guardians Italian Celebi Gold Star Holo R #100,https://alt.xyz/research/004df819-e36f-4257-947c-7a9321761a28,2006,Pokemon Ex Crystal Guardians Italian,100,Celebi Gold Star Holo R,,PSA,10.0,2026-09-12,2026-09-17
004fbea1-f356-498d-9955-6b800e84c066,1999 Pokemon Base Set German Ponyta #60,https://alt.xyz/research/004fbea1-f356-498d-9955-6b800e84c066,1999,Pokemon Base Set,60,Ponyta,German,PSA,10.0,2026-09-11,2026-09-11
005110be-8925-403c-b016-adeba5dda733,2004 Pokemon Flight of Legends Japanese 1st Edition Slowpoke #44,https://alt.xyz/research/005110be-8925-403c-b016-adeba5dda733,2004,Pokemon Flight of Legends Japanese,44,Slowpoke,1st Edition,PSA,10.0,2026-09-11,2026-09-11
00512f99-3d18-4a78-a301-624442932c21,1999 Nissui Battle Seal Japanese Bulbasaur #24,https://alt.xyz/research/00512f99-3d18-4a78-a301-624442932c21,1999,Nissui Battle Seal Japanese,24,Bulbasaur,,PSA,10.0,2026-09-12,2026-09-17
00575ca9-4232-41ee-8cf5-22bf176a00d2,2005 Ex Deoxys English Rayquaza #22,https://alt.xyz/research/00575ca9-4232-41ee-8cf5-22bf176a00d2,2005,Ex Deoxys,22,Rayquaza,English,PSA,10.0,2026-09-11,2026-09-17
005a18a0-6e76-42cd-9240-c27e97fc2cdd,2023 Pokemon Blastoise and Suicune Ex Deck Japanese Mr. Mime #013,https://alt.xyz/research/005a18a0-6e76-42cd-9240-c27e97fc2cdd,2023,Pokemon Blastoise and Suicune Ex Deck Japanese,013,Mr. Mime,,PSA,10.0,2026-09-11,2026-09-11
005aa953-75b1-4abf-802f-a649cba15918,2001 Pokemon-E Base Expansion Pack 1st Edition Japanese Energy Charge #051,https://alt.xyz/research/005aa953-75b1-4abf-802f-a649cba15918,2001,Pokemon-E Base Expansion Pack 1st Edition Japanese,051,Energy Charge,,PSA,10.0,2026-09-11,2026-09-11
005acba2-1be7-428b-b041-45e7a17c4a59,1999 Pokemon Movie Animation Edition Black Logo Backs Evolution Die-Cuts Venusaur #3,https://alt.xyz/research/005acba2-1be7-428b-b041-45e7a17c4a59,1999,Pokemon Movie Animation Edition Black Logo Backs Evolution Die-Cuts,3,Venusaur,,PSA,10.0,2026-09-12,2026-09-17
005ba125-a55b-41a0-8831-a22cbaa63778,2025 Pokemon TCG Mega Evolution Chi-Yu Reverse #031,https://alt.xyz/research/005ba125-a55b-41a0-8831-a22cbaa63778,2025,Pokemon TCG Mega Evolution,031,Chi-Yu Reverse,,PSA,10.0,2026-09-11,2026-09-11
005cf8c1-cbfe-4d04-a3c2-8bb60dc73c0d,2024 Scarlet and Violet High Class Pack Shiny Treasure Ex Indonesian Gardevoir Ex Sar #348,https://alt.xyz/research/005cf8c1-cbfe-4d04-a3c2-8bb60dc73c0d,2024,Scarlet and Violet High Class Pack Shiny Treasure Ex Indonesian,348,Gardevoir Ex Sar,,PSA,10.0,2026-09-12,2026-09-17
005f13a1-b583-4e0b-b83d-98a1a4b55d3f,2018 Impact Pokemon Sun and Moon Super-Burst Slowpoke #24,https://alt.xyz/research/005f13a1-b583-4e0b-b83d-98a1a4b55d3f,2018,Impact,24,Slowpoke,Pokemon Sun and Moon Super-Burst,PSA,10.0,2026-09-11,2026-09-11
00612c7d-1d63-42c1-9792-2e5794884a2a,2003 Pokemon Skyridge Fast Ball #124,https://alt.xyz/research/00612c7d-1d63-42c1-9792-2e5794884a2a,2003,Pokemon Skyridge,124,Fast Ball,,PSA,10.0,2026-09-11,2026-09-11
00624b75-6f94-477c-a1c2-e22429d83d9e,2006 World Championship Decks English B-L-S Hiroki Yano Lugia Ex #105,https://alt.xyz/research/00624b75-6f94-477c-a1c2-e22429d83d9e,2006,World Championship Decks,105,Lugia Ex,English B-L-S Hiroki Yano,PSA,10.0,2026-09-11,2026-09-17
006bb9ec-62ef-482a-b1b8-85519f9b54a1,2004 Pokemon Flight of Legends Japanese 1st Edition Ponyta #22,https://alt.xyz/research/006bb9ec-62ef-482a-b1b8-85519f9b54a1,2004,Pokemon Flight of Legends Japanese,22,Ponyta,1st Edition,PSA,10.0,2026-09-11,2026-09-11
006d6853-4666-49d4-9d93-f80cdaba2d30,2022 Pokemon Sword and Shield Lost Origin Reverse Foil Clefairy #62,https://alt.xyz/research/006d6853-4666-49d4-9d93-f80cdaba2d30,2022,Pokemon Sword and Shield Lost Origin Reverse Foil,62,Clefairy,,PSA,10.0,2026-09-11,2026-09-11
006f62b4-3516-4e20-959d-76ed592be975,2024 Pokemon Paradise Dragona Japanese Flygon Ex #27,https://alt.xyz/research/006f62b4-3516-4e20-959d-76ed592be975,2024,Pokemon Paradise Dragona Japanese,27,Flygon Ex,,PSA,10.0,2026-09-11,2026-09-11
006faf76-8bc8-4879-9032-fa61b2b26c61,2000 Pokemon Chrome Sparkle-Chrome Cloyster #91,https://alt.xyz/research/006faf76-8bc8-4879-9032-fa61b2b26c61,2000,Pokemon Chrome Sparkle-Chrome,91,Cloyster,,PSA,10.0,2026-09-11,2026-09-11
00704e00-4e2e-47e8-a6ad-e92d19b1e2b5,2018 Pokemon Sun and Moon Daiichi Pan December 2018 Pokemon Promotion Alolan Vulpix #293SMP,https://alt.xyz/research/00704e00-4e2e-47e8-a6ad-e92d19b1e2b5,2018,Pokemon Sun and Moon Daiichi Pan December 2018 Pokemon Promotion,293SMP,Alolan Vulpix,,PSA,10.0,2026-09-11,2026-09-11
007085fd-0ff3-4218-bf22-db2a9e05656e,2018 Pokemon Dragon Storm Japanese Magikarp #15,https://alt.xyz/research/007085fd-0ff3-4218-bf22-db2a9e05656e,2018,Pokemon Dragon Storm,15,Magikarp,Japanese,PSA,10.0,2026-09-11,2026-09-17
00716de1-2172-430b-af08-50edf1dce904,2019 Pokemon Sun and Moon Hidden Fates Koffing #28,https://alt.xyz/research/00716de1-2172-430b-af08-50edf1dce904,2019,Pokemon Sun and Moon Hidden Fates,28,Koffing,,PSA,10.0,2026-09-11,2026-09-11
0074efd9-fdd6-44cd-abf6-bc1c2ed99e2b,2013 Pokemon Black and White Plasma Freeze Nidorina #41,https://alt.xyz/research/0074efd9-fdd6-44cd-abf6-bc1c2ed99e2b,2013,Pokemon Black and White Plasma Freeze,41,Nidorina,,PSA,10.0,2026-09-11,2026-09-11
00771025-85ad-464d-b9a3-945a955f3a3e,2000 Pokemon Tv Animation Series 3 Pop-Ups #25 Pikachu #2,https://alt.xyz/research/00771025-85ad-464d-b9a3-945a955f3a3e,2000,Pokemon Tv Animation Series 3 Pop-Ups,2,#25 Pikachu,,PSA,10.0,2026-09-12,2026-09-17
0077d307-8ff5-4ad1-9bb1-57d49aa5645f,2018 Pokemon Sun and Moon Lost Thunder Blacephalon Gx #199,https://alt.xyz/research/0077d307-8ff5-4ad1-9bb1-57d49aa5645f,2018,Pokemon Sun and Moon Lost Thunder,199,Blacephalon Gx,,PSA,10.0,2026-09-11,2026-09-11
00795773-0b39-4257-8853-47e5b28b442b,2021 Mcdonald's Pokemon TCG Collection Pikachu Stamp [25th Anniversary] Confetti #25,https://alt.xyz/research/00795773-0b39-4257-8853-47e5b28b442b,2021,Mcdonald's,25,Pikachu Stamp [25th Anniversary] Confetti,Pokemon TCG  Collection,PSA,10.0,2026-09-12,2026-09-17
007a3394-ddf8-4d7f-86bf-208cb6e0f07f,2023 Crown Zenith English Duraludon V #103,https://alt.xyz/research/007a3394-ddf8-4d7f-86bf-208cb6e0f07f,2023,Crown Zenith,103,Duraludon V,English,PSA,10.0,2026-09-11,2026-09-11
007cb25f-826d-415f-b72b-374a6f1d080e,2004 Pokemon Ex Fire Red Leaf Green Italian Bulbasaur #55,https://alt.xyz/research/007cb25f-826d-415f-b72b-374a6f1d080e,2004,Pokemon Ex Fire Red Leaf Green,55,Bulbasaur,Italian,PSA,10.0,2026-09-12,2026-09-17
007fb38e-4a04-4b8a-9bc3-e4111d1fe3a9,2014 Pokemon XY Phantom Forces Manectric Ex #113,https://alt.xyz/research/007fb38e-4a04-4b8a-9bc3-e4111d1fe3a9,2014,Pokemon XY Phantom Forces,113,Manectric Ex,,PSA,10.0,2026-09-11,2026-09-11
00808341-1ffd-46c5-8aae-dfa9cb05e5b2,2003 Pokemon Aquapolis Reverse Holo Vileplume #43,https://alt.xyz/research/00808341-1ffd-46c5-8aae-dfa9cb05e5b2,2003,Pokemon Aquapolis,43,Vileplume,Reverse Holo,PSA,10.0,2026-09-11,2026-09-11
0081d561-2f7d-4e0e-a147-07adbbe70a6c,2005 Pokemon Ex Emerald Reverse Holo Glalie #13,https://alt.xyz/research/0081d561-2f7d-4e0e-a147-07adbbe70a6c,2005,Pokemon Ex Emerald,13,Glalie,Reverse Holo,PSA,10.0,2026-09-11,2026-09-11
0082d292-4097-4406-a734-4f78b655bf8a,1999 Pokemon Fossil 1st Edition Magmar #39,https://alt.xyz/research/0082d292-4097-4406-a734-4f78b655bf8a,1999,Pokemon Fossil,39,Magmar,1st Edition,PSA,10.0,2026-09-11,2026-09-11
00838c2b-bec1-4549-8734-31606dae6272,1996 Pokemon Base Set Japanese Arcanine #059,https://alt.xyz/research/00838c2b-bec1-4549-8734-31606dae6272,1996,Pokemon Base Set Japanese,059,Arcanine,,PSA,10.0,2026-09-11,2026-09-17
0084af5f-f7a2-4cf9-8c94-6149ab59f343,2000 Pokemon Team Rocket German 1st Edition Mankey #61,https://alt.xyz/research/0084af5f-f7a2-4cf9-8c94-6149ab59f343,2000,Pokemon Team Rocket,61,Mankey,German 1st Edition,PSA,10.0,2026-09-11,2026-09-11
0087063b-1542-4441-9048-a32b5486e6b5,2013 Pokemon Black and White Plasma Blast Holo Haxorus #69,https://alt.xyz/research/0087063b-1542-4441-9048-a32b5486e6b5,2013,Pokemon Black and White Plasma Blast,69,Haxorus,Holo,PSA,10.0,2026-09-11,2026-09-11
0087c815-be87-43b8-8a0a-8b16496d2af2,2005 Organized Play Series 2 Venusaur #6,https://alt.xyz/research/0087c815-be87-43b8-8a0a-8b16496d2af2,2005,Organized Play Series 2,6,Venusaur,,PSA,10.0,2026-09-12,2026-09-17
008a75f2-43ec-46b1-a9e6-c65e01734f11,2006 Pokemon Ex Legend Maker Fieldworker #73,https://alt.xyz/research/008a75f2-43ec-46b1-a9e6-c65e01734f11,2006,Pokemon Ex Legend Maker,73,Fieldworker,,PSA,10.0,2026-09-11,2026-09-11
008b09fb-0d89-408a-b310-9587d937d97d,2019 Pokemon Sword and Shield Black Star Promos Italian Lugia?(Staff)/(Vivid Voltage Prerelease Staff) P #SWSH069,https://alt.xyz/research/008b09fb-0d89-408a-b310-9587d937d97d,2019,Pokemon Sword and Shield Black Star Promos Italian,SWSH069,Lugia?(Staff)/(Vivid Voltage Prerelease Staff) P,,PSA,10.0,2026-09-12,2026-09-17
